Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	15	10.344827586206897	6.903508427016735E-8	NM_001867, NM_004546, NM_001697, NM_001688, NM_001865, NM_001866, NM_001089591, NM_002491, NM_014402, NM_006004, NM_002495, NM_004552, NM_004541, NM_001003701, NM_006294, NM_001003696	95	203	8142	6.3329012185636495	9.457762152775828E-6	7.939034691069245E-7	7.076096137692153E-7
GOTERM_BP_DIRECT	GO:0042776~mitochondrial ATP synthesis coupled proton transport	6	4.137931034482759	9.326776130772128E-8	NM_007100, NM_006476, NR_002162, NM_001003701, NM_001697, NM_001688, NM_001003696	136	17	19157	49.715397923875436	6.174135477865494E-5	2.0549996741467923E-5	2.023910420377552E-5
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease	12	8.275862068965518	1.479862668390876E-6	NM_001867, NM_002491, NM_014402, NM_006004, NM_002495, NM_004552, NM_004541, NM_004546, NM_006294, NM_001865, NM_001089591, NM_001866	95	155	8142	6.635246179966044	2.0272078495076062E-4	1.570931140291853E-5	1.400177755477521E-5
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	10	6.896551724137931	9.698743742897478E-6	NM_144723, NM_003096, NM_012322, NM_015484, NM_016047, NM_004597, NM_014463, NM_016403, NM_006425, NM_198220	136	194	19157	7.260839902971498	0.006400031487982294	0.0016027174035138083	0.0015784705441565646
KEGG_PATHWAY	hsa03050:Proteasome	7	4.827586206896552	1.3018742195634203E-5	NM_002803, NM_002806, NM_152132, NM_002793, NM_006304, NM_015932, NM_002789	95	46	8142	13.042105263157893	0.0017819896584794215	1.2832760164268E-4	1.143789492902148E-4
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	8	5.517241379310345	3.4355714466906657E-5	NM_000987, NM_033022, NM_001030, NM_014886, NM_001021, NM_000971, NM_001028, NM_000975	136	128	19157	8.803768382352942	0.022487181516327115	0.004541825452525059	0.004473114023591246
KEGG_PATHWAY	hsa03040:Spliceosome	10	6.896551724137931	4.600930699098607E-5	NM_144723, NM_003096, NM_012322, NM_015484, NM_016047, NM_004597, NM_014463, NM_016403, NM_006425, NM_198220	95	147	8142	5.830290010741138	0.0062835951913072785	4.232856243170718E-4	3.772763173260858E-4
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	5	3.4482758620689653	4.885796182709264E-5	NM_000987, NM_000971, NM_016093, NM_032194, NM_000975	136	29	19157	24.28625760649087	0.03182726355589216	0.005382518794618039	0.005301088858239551
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	6	4.137931034482759	7.564040228987437E-5	NM_002491, NM_002495, NM_004552, NM_004541, NM_004546, NM_032273	136	62	19157	13.63164136622391	0.048842714210806104	0.007142615130515281	0.007034557412958317
GOTERM_BP_DIRECT	GO:0006122~mitochondrial electron transport, ubiquinol to cytochrome c	4	2.7586206896551726	9.295387924343853E-5	NM_014402, NM_006004, NM_006294, NM_001089591	136	13	19157	43.341628959276015	0.059683095621297144	0.007680314272489108	0.00756412192343481
GOTERM_BP_DIRECT	GO:1902600~hydrogen ion transmembrane transport	7	4.827586206896552	1.7234827842688825E-4	NM_006053, NM_001039367, NM_014402, NM_006004, NM_001697, NM_004888, NM_001866	136	116	19157	8.500190162271805	0.10783518514125257	0.012658023560019237	0.01246652547287825
GOTERM_BP_DIRECT	GO:0006120~mitochondrial electron transport, NADH to ubiquinone	5	3.4482758620689653	3.0597153709123964E-4	NM_002491, NM_002495, NM_004552, NM_004541, NM_004546	136	46	19157	15.310901534526854	0.18338224000673808	0.02022471860173094	0.019918747064639697
GOTERM_BP_DIRECT	GO:0015986~ATP synthesis coupled proton transport	4	2.7586206896551726	3.573680940789493E-4	NM_006476, NM_001003701, NM_001697, NM_001688, NM_001003696	136	20	19157	28.17205882352941	0.210708807547053	0.021474573653289593	0.021149693567763275
KEGG_PATHWAY	hsa04260:Cardiac muscle contraction	7	4.827586206896552	4.801922352467002E-4	NM_001867, NM_014402, NM_006004, NM_006294, NM_001865, NM_001089591, NM_001866	95	87	8142	6.895825771324864	0.0636838910948967	0.004141658029002789	0.003691477808459008
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	4	2.7586206896551726	6.215425574419305E-4	NM_001024662, NM_032194, NM_000975, NM_000986	136	24	19157	23.47671568627451	0.33740351656417666	0.03423663587242634	0.03371868374122473
GOTERM_BP_DIRECT	GO:0010498~proteasomal protein catabolic process	4	2.7586206896551726	0.0017455218601598313	NM_152132, NM_002793, NM_005885, NM_002789	136	34	19157	16.57179930795848	0.685428899212482	0.08875307304351142	0.08741036392031155
GOTERM_BP_DIRECT	GO:0034101~erythrocyte homeostasis	3	2.0689655172413794	0.0021376159942467243	NM_033022, NM_001021, NM_181696	136	10	19157	42.258088235294125	0.7574667389765695	0.09419761147980565	0.09277253415030783
GOTERM_BP_DIRECT	GO:0021554~optic nerve development	3	2.0689655172413794	0.0021376159942467243	NM_006053, NM_032273, NM_000986	136	10	19157	42.258088235294125	0.7574667389765695	0.09419761147980565	0.09277253415030783
KEGG_PATHWAY	hsa04966:Collecting duct acid secretion	4	2.7586206896551726	0.0035661649173318747	NM_006053, NM_001039367, NM_015994, NM_004888	95	27	8142	12.697076023391814	0.38702910347802577	0.028948868152458746	0.02580225204893062
KEGG_PATHWAY	hsa05017:Spinocerebellar ataxia	7	4.827586206896552	0.006066488607399576	NM_002803, NM_002806, NM_152132, NM_002793, NM_006304, NM_002789, NM_001514	95	143	8142	4.195362532204637	0.5655351077355573	0.04650974599006342	0.041454338817230436
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	4	2.7586206896551726	0.006873282330581949	NM_001539, NM_005348, NM_002157, NM_153607, NM_001017963	136	55	19157	10.244385026737968	0.9895986745279528	0.28395247628216674	0.279656674825553
GOTERM_BP_DIRECT	GO:0006119~oxidative phosphorylation	3	2.0689655172413794	0.007792872902563481	NM_006004, NM_006294, NM_001866	136	19	19157	22.241099071207433	0.9943668594153093	0.30300523462320356	0.29842119173934273
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	3	2.0689655172413794	0.009482645821424445	NM_033022, NM_001021, NM_001028	136	21	19157	20.122899159663866	0.9981773517454752	0.3482238271089755	0.3429556905415174
GOTERM_BP_DIRECT	GO:0010499~proteasomal ubiquitin-independent protein catabolic process	3	2.0689655172413794	0.011319936261980221	NM_152132, NM_002793, NM_002789	136	23	19157	18.373081841432228	0.9994667580474403	0.3751644761884371	0.36948876550479964
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	6	4.137931034482759	0.011918992435638699	NM_002803, NM_002806, NM_152132, NM_002793, NM_005885, NM_002789	136	193	19157	4.379076501066748	0.9996429992425094	0.3751644761884371	0.36948876550479964
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	6	4.137931034482759	0.011918992435638699	NM_003096, NM_012322, NM_004597, NM_015454, NM_014462, NM_006425	136	193	19157	4.379076501066748	0.9996429992425094	0.3751644761884371	0.36948876550479964
GOTERM_BP_DIRECT	GO:0009060~aerobic respiration	3	2.0689655172413794	0.018849263053726716	NM_006004, NM_006294, NM_001089591	136	30	19157	14.086029411764706	0.9999966189144089	0.5629942359866407	0.5544769253060561
GOTERM_BP_DIRECT	GO:0045727~positive regulation of translation	4	2.7586206896551726	0.019589814565344532	NM_000987, NM_014168, NM_015920, NM_001568	136	81	19157	6.956063907044299	0.9999979489644973	0.5629942359866407	0.5544769253060561
KEGG_PATHWAY	hsa05110:Vibrio cholerae infection	4	2.7586206896551726	0.019754357759169533	NM_006053, NM_001039367, NM_015994, NM_004888	95	50	8142	6.856421052631578	0.9350043817475489	0.1434790195139682	0.12788347391462382
GOTERM_BP_DIRECT	GO:0043388~positive regulation of DNA binding	3	2.0689655172413794	0.022567889945609463	NM_000269, NM_002129, NM_003329	136	33	19157	12.805481283422461	0.999999726264825	0.621557302251994	0.6121540147746567
GOTERM_BP_DIRECT	GO:0006457~protein folding	5	3.4482758620689653	0.02889117979000275	NM_004607, NM_001539, NM_145897, NM_005348, NM_002157, NM_002624, NM_001017963	136	164	19157	4.294521162123386	0.9999999962730899	0.7638827936476728	0.7523263217316716
GOTERM_BP_DIRECT	GO:0006289~nucleotide-excision repair	3	2.0689655172413794	0.03379553130500512	NM_002947, NM_004344, NM_207118	136	41	19157	10.306850789096128	0.9999999998694714	0.8591863920233994	0.8461881107522436
KEGG_PATHWAY	hsa01100:Metabolic pathways	26	17.93103448275862	0.04160123499956623	NM_001867, NM_001688, NM_001865, NM_001866, NM_001089591, NM_001039367, NM_006004, NM_005694, NM_004541, NM_001003696, NM_005917, NM_003859, NM_000269, NM_002300, NM_004546, NM_001697, NM_004888, NM_007100, NM_006053, NM_002491, NM_014402, NM_002495, NM_006476, NM_004552, NM_001003701, NM_015994, NM_006294	95	1540	8142	1.4469719753930281	0.9970362905751221	0.287048521497007	0.2558475952473323
GOTERM_BP_DIRECT	GO:0006413~translational initiation	3	2.0689655172413794	0.04503802768130396	NM_001021, NM_006837, NM_001568	136	48	19157	8.803768382352942	0.9999999999999437	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:0051603~proteolysis involved in cellular protein catabolic process	3	2.0689655172413794	0.04503802768130396	NM_152132, NM_002793, NM_002789	136	48	19157	8.803768382352942	0.9999999999999437	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:0009408~response to heat	3	2.0689655172413794	0.04503802768130396	NM_001539, NM_000454, NM_005348, NM_001017963	136	48	19157	8.803768382352942	0.9999999999999437	1.0	0.9863636363636363
KEGG_PATHWAY	hsa05120:Epithelial cell signaling in Helicobacter pylori infection	4	2.7586206896551726	0.04684420160362153	NM_006053, NM_001039367, NM_015994, NM_004888	95	70	8142	4.897443609022556	0.9986021727458789	0.3078333248237986	0.2743731808212118
GOTERM_BP_DIRECT	GO:0006406~mRNA export from nucleus	3	2.0689655172413794	0.05022200634471693	NM_020189, NM_033082, NM_006304	136	51	19157	8.28589965397924	0.9999999999999984	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:0016241~regulation of macroautophagy	3	2.0689655172413794	0.057448406555144806	NM_001039367, NM_015994, NM_004888	136	55	19157	7.683288770053477	1.0	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	5	3.4482758620689653	0.05974820217398449	NM_012322, NM_004597, NM_015454, NM_014463, NM_014462	136	208	19157	3.386064762443439	1.0	1.0	0.9863636363636363
KEGG_PATHWAY	hsa04721:Synaptic vesicle cycle	4	2.7586206896551726	0.06101013742457446	NM_006053, NM_001039367, NM_015994, NM_004888	95	78	8142	4.395141700404858	0.9998203017721919	0.38269995293596704	0.34110213196466627
GOTERM_BP_DIRECT	GO:0060041~retina development in camera-type eye	3	2.0689655172413794	0.06501113739266282	NM_006053, NM_145897, NM_002624, NM_000986	136	59	19157	7.162387836490528	1.0	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:0045899~positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	2	1.3793103448275863	0.07486181499526172	NM_002803, NM_002806	136	11	19157	25.61096256684492	1.0	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:0043248~proteasome assembly	2	1.3793103448275863	0.08786260639965245	NM_006304, NM_015932	136	13	19157	21.670814479638008	1.0	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:0019430~removal of superoxide radicals	2	1.3793103448275863	0.08786260639965245	NM_000454, NM_181696	136	13	19157	21.670814479638008	1.0	1.0	0.9863636363636363
GOTERM_BP_DIRECT	GO:1904667~negative regulation of ubiquitin protein ligase activity	2	1.3793103448275863	0.08786260639965245	NM_000978, NM_000975	136	13	19157	21.670814479638008	1.0	1.0	0.9863636363636363
KEGG_PATHWAY	hsa04723:Retrograde endocannabinoid signaling	5	3.4482758620689653	0.09155727147061093	NM_002491, NM_002495, NM_004552, NM_004541, NM_004546	95	148	8142	2.8954480796586055	0.9999980646266097	0.5302417784738197	0.4726068025527524
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	4	2.7586206896551726	0.09221596147370778	NM_006053, NM_001039367, NM_015994, NM_004888	95	93	8142	3.6862478777589134	0.9999982477006589	0.5302417784738197	0.4726068025527524
GOTERM_BP_DIRECT	GO:0000463~maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	1.3793103448275863	0.0942948331112982	NM_000971, NM_032194	136	14	19157	20.122899159663866	1.0	1.0	0.9863636363636363

